sample_id,trial_id,speaker_id,audio_path,label,label_name,codec,source,attack,trim,subset,vocoder,language,transaction_amount,transaction_currency,transaction_type,recipient_new,prior_transactions,time_since_last_transaction,speaker_baseline_available,source_dataset,source_distribution,consent_status
asvspoof2021_df_DF_E_4715811,DF_E_4715811,LA_0032,data/raw/audio/asvspoof2021_df/audio/DF_E_4715811.flac,1,spoof,oggm4a,asvspoof,A15,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4725324,DF_E_4725324,LA_0041,data/raw/audio/asvspoof2021_df/audio/DF_E_4725324.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4689328,DF_E_4689328,SEF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4689328.flac,0,bonafide,high_mp3,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2994756,DF_E_2994756,TMF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2994756.flac,1,spoof,high_mp3,vcc2020,Task2-team05,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4844120,DF_E_4844120,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4844120.flac,1,spoof,low_m4a,vcc2018,HUB-N05,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3055496,DF_E_3055496,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3055496.flac,1,spoof,oggm4a,vcc2018,HUB-N09,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3053742,DF_E_3053742,LA_0027,data/raw/audio/asvspoof2021_df/audio/DF_E_3053742.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4687627,DF_E_4687627,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4687627.flac,0,bonafide,oggm4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4705959,DF_E_4705959,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4705959.flac,1,spoof,low_m4a,vcc2020,Task1-team13,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4820407,DF_E_4820407,VCC2SF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4820407.flac,0,bonafide,high_m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2999012,DF_E_2999012,VCC2SF4,data/raw/audio/asvspoof2021_df/audio/DF_E_2999012.flac,0,bonafide,low_m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3007782,DF_E_3007782,VCC2SM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3007782.flac,0,bonafide,high_mp3,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2990109,DF_E_2990109,LA_0007,data/raw/audio/asvspoof2021_df/audio/DF_E_2990109.flac,0,bonafide,high_mp3,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3066076,DF_E_3066076,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3066076.flac,1,spoof,nocodec,vcc2020,Task2-team33,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4532502,DF_E_4532502,TEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4532502.flac,1,spoof,oggm4a,vcc2020,Task1-team17,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2994230,DF_E_2994230,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2994230.flac,0,bonafide,high_m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4698462,DF_E_4698462,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4698462.flac,0,bonafide,oggm4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4546803,DF_E_4546803,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4546803.flac,1,spoof,high_m4a,vcc2020,Task1-team06,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4678159,DF_E_4678159,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4678159.flac,0,bonafide,low_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3004810,DF_E_3004810,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_3004810.flac,1,spoof,mp3m4a,vcc2018,HUB-N18,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4512749,DF_E_4512749,TFF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4512749.flac,1,spoof,high_m4a,vcc2020,Task2-team31,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4728582,DF_E_4728582,LA_0028,data/raw/audio/asvspoof2021_df/audio/DF_E_4728582.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4542018,DF_E_4542018,TGM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4542018.flac,1,spoof,low_mp3,vcc2020,Task2-team19,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4541393,DF_E_4541393,LA_0049,data/raw/audio/asvspoof2021_df/audio/DF_E_4541393.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4701726,DF_E_4701726,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4701726.flac,1,spoof,low_m4a,vcc2018,HUB-N08,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4665425,DF_E_4665425,VCC2SF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4665425.flac,0,bonafide,low_mp3,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4842562,DF_E_4842562,SEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4842562.flac,0,bonafide,mp3m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4517115,DF_E_4517115,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4517115.flac,0,bonafide,low_ogg,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4680024,DF_E_4680024,LA_0026,data/raw/audio/asvspoof2021_df/audio/DF_E_4680024.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4537676,DF_E_4537676,LA_0023,data/raw/audio/asvspoof2021_df/audio/DF_E_4537676.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3068121,DF_E_3068121,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3068121.flac,0,bonafide,high_m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4842656,DF_E_4842656,LA_0019,data/raw/audio/asvspoof2021_df/audio/DF_E_4842656.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3068642,DF_E_3068642,LA_0048,data/raw/audio/asvspoof2021_df/audio/DF_E_3068642.flac,1,spoof,low_ogg,asvspoof,A13,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4713323,DF_E_4713323,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4713323.flac,1,spoof,mp3m4a,vcc2020,Task2-team07,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4546297,DF_E_4546297,LA_0027,data/raw/audio/asvspoof2021_df/audio/DF_E_4546297.flac,1,spoof,oggm4a,asvspoof,A18,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3074046,DF_E_3074046,LA_0022,data/raw/audio/asvspoof2021_df/audio/DF_E_3074046.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4687449,DF_E_4687449,LA_0023,data/raw/audio/asvspoof2021_df/audio/DF_E_4687449.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4832436,DF_E_4832436,TEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4832436.flac,1,spoof,low_ogg,vcc2020,Task1-team03,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3073342,DF_E_3073342,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3073342.flac,1,spoof,high_ogg,vcc2020,Task2-team24,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4669019,DF_E_4669019,LA_0026,data/raw/audio/asvspoof2021_df/audio/DF_E_4669019.flac,0,bonafide,high_mp3,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4669755,DF_E_4669755,SEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4669755.flac,0,bonafide,oggm4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4714898,DF_E_4714898,LA_0020,data/raw/audio/asvspoof2021_df/audio/DF_E_4714898.flac,0,bonafide,nocodec,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4666916,DF_E_4666916,SEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4666916.flac,0,bonafide,high_mp3,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4708101,DF_E_4708101,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4708101.flac,1,spoof,low_mp3,vcc2018,HUB-N12,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2993614,DF_E_2993614,TEF2,data/raw/audio/asvspoof2021_df/audio/DF_E_2993614.flac,0,bonafide,oggm4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4525171,DF_E_4525171,VCC2SM3,data/raw/audio/asvspoof2021_df/audio/DF_E_4525171.flac,0,bonafide,high_mp3,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4735370,DF_E_4735370,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4735370.flac,0,bonafide,high_mp3,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3055888,DF_E_3055888,LA_0040,data/raw/audio/asvspoof2021_df/audio/DF_E_3055888.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3075111,DF_E_3075111,LA_0051,data/raw/audio/asvspoof2021_df/audio/DF_E_3075111.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4845986,DF_E_4845986,LA_0011,data/raw/audio/asvspoof2021_df/audio/DF_E_4845986.flac,0,bonafide,low_m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4542716,DF_E_4542716,LA_0018,data/raw/audio/asvspoof2021_df/audio/DF_E_4542716.flac,1,spoof,low_ogg,asvspoof,A13,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4721683,DF_E_4721683,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4721683.flac,1,spoof,nocodec,vcc2020,Task1-team09,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3056677,DF_E_3056677,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3056677.flac,1,spoof,high_m4a,vcc2018,SPO-N06,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4685311,DF_E_4685311,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4685311.flac,0,bonafide,nocodec,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4699853,DF_E_4699853,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4699853.flac,1,spoof,nocodec,vcc2020,Task1-team29,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3083226,DF_E_3083226,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3083226.flac,1,spoof,high_mp3,vcc2020,Task2-team03,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4536088,DF_E_4536088,LA_0024,data/raw/audio/asvspoof2021_df/audio/DF_E_4536088.flac,1,spoof,high_ogg,asvspoof,A09,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4697401,DF_E_4697401,LA_0029,data/raw/audio/asvspoof2021_df/audio/DF_E_4697401.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3069077,DF_E_3069077,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3069077.flac,1,spoof,high_ogg,vcc2018,SPO-N10,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4838808,DF_E_4838808,VCC2SM4,data/raw/audio/asvspoof2021_df/audio/DF_E_4838808.flac,0,bonafide,high_mp3,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4525277,DF_E_4525277,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4525277.flac,0,bonafide,low_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2980876,DF_E_2980876,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2980876.flac,1,spoof,oggm4a,vcc2020,Task1-team09,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4688242,DF_E_4688242,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4688242.flac,0,bonafide,oggm4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2988414,DF_E_2988414,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_2988414.flac,0,bonafide,low_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2995772,DF_E_2995772,TMF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2995772.flac,1,spoof,low_ogg,vcc2020,Task2-team27,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4733779,DF_E_4733779,LA_0021,data/raw/audio/asvspoof2021_df/audio/DF_E_4733779.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3082179,DF_E_3082179,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3082179.flac,1,spoof,nocodec,vcc2020,Task2-team22,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3049584,DF_E_3049584,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_3049584.flac,1,spoof,nocodec,vcc2018,HUB-N18,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4523159,DF_E_4523159,VCC2SM3,data/raw/audio/asvspoof2021_df/audio/DF_E_4523159.flac,0,bonafide,nocodec,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2980968,DF_E_2980968,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2980968.flac,1,spoof,oggm4a,vcc2020,Task2-team30,notrim,eval,unknown,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4683049,DF_E_4683049,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4683049.flac,1,spoof,low_ogg,vcc2020,Task2-team33,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4727256,DF_E_4727256,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4727256.flac,1,spoof,low_mp3,vcc2020,Task1-team03,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4815221,DF_E_4815221,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4815221.flac,0,bonafide,high_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3075705,DF_E_3075705,LA_0008,data/raw/audio/asvspoof2021_df/audio/DF_E_3075705.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3002390,DF_E_3002390,VCC2SM4,data/raw/audio/asvspoof2021_df/audio/DF_E_3002390.flac,0,bonafide,high_m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4838648,DF_E_4838648,VCC2SF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4838648.flac,0,bonafide,nocodec,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3085609,DF_E_3085609,LA_0005,data/raw/audio/asvspoof2021_df/audio/DF_E_3085609.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2975566,DF_E_2975566,TFF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2975566.flac,1,spoof,mp3m4a,vcc2020,Task2-team22,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4813700,DF_E_4813700,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4813700.flac,0,bonafide,mp3m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4709354,DF_E_4709354,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4709354.flac,1,spoof,high_ogg,vcc2020,Task1-team03,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2983722,DF_E_2983722,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2983722.flac,1,spoof,low_m4a,vcc2018,SPO-N10,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4544141,DF_E_4544141,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4544141.flac,1,spoof,oggm4a,vcc2018,SPO-N04,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4730279,DF_E_4730279,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4730279.flac,1,spoof,high_mp3,vcc2018,HUB-N04,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4814611,DF_E_4814611,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4814611.flac,1,spoof,oggm4a,vcc2018,HUB-N08,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4708543,DF_E_4708543,LA_0046,data/raw/audio/asvspoof2021_df/audio/DF_E_4708543.flac,1,spoof,mp3m4a,asvspoof,A15,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4665751,DF_E_4665751,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4665751.flac,0,bonafide,high_ogg,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4662599,DF_E_4662599,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4662599.flac,1,spoof,high_ogg,vcc2018,HUB-D05,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4536281,DF_E_4536281,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4536281.flac,1,spoof,oggm4a,vcc2018,SPO-N11,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4734737,DF_E_4734737,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4734737.flac,1,spoof,oggm4a,vcc2020,Task1-team01,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3054571,DF_E_3054571,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_3054571.flac,1,spoof,mp3m4a,vcc2018,HUB-D03,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3064875,DF_E_3064875,TFF1,data/raw/audio/asvspoof2021_df/audio/DF_E_3064875.flac,1,spoof,mp3m4a,vcc2020,Task2-team12,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4840086,DF_E_4840086,LA_0004,data/raw/audio/asvspoof2021_df/audio/DF_E_4840086.flac,1,spoof,oggm4a,asvspoof,A14,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4693758,DF_E_4693758,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4693758.flac,1,spoof,high_m4a,vcc2018,SPO-N04,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3074766,DF_E_3074766,LA_0044,data/raw/audio/asvspoof2021_df/audio/DF_E_3074766.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4674376,DF_E_4674376,VCC2SF4,data/raw/audio/asvspoof2021_df/audio/DF_E_4674376.flac,0,bonafide,low_m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4522964,DF_E_4522964,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4522964.flac,0,bonafide,oggm4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4847489,DF_E_4847489,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4847489.flac,0,bonafide,oggm4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
