speaker_id,trial_id,codec,source,attack,label,trim,subset,vocoder,field10,field11,field12,field13,hf_row_index,hf_shard,hf_shard_file
TEF1,DF_E_3749536,low_m4a,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,MF,E,357107,46,test-00046-of-00080.parquet
TFF1,DF_E_4108287,mp3m4a,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,FF,F,430073,56,test-00056-of-00080.parquet
LA_0026,DF_E_4667972,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,544113,71,test-00071-of-00080.parquet
LA_0036,DF_E_3014434,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,207186,27,test-00027-of-00080.parquet
TGM1,DF_E_4252212,oggm4a,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,MM,G,459408,60,test-00060-of-00080.parquet
VCC2TM1,DF_E_4289320,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,466917,61,test-00061-of-00080.parquet
LA_0018,DF_E_4460685,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,501954,65,test-00065-of-00080.parquet
VCC2TM2,DF_E_4324338,high_m4a,vcc2018,SPO-N13,spoof,notrim,eval,traditional_vocoder,SPO,N13,MM,-,474051,61,test-00061-of-00080.parquet
LA_0006,DF_E_3475135,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,301107,39,test-00039-of-00080.parquet
TEM2,DF_E_2221746,low_m4a,vcc2020,Task1-team17,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team17,FM,E,45216,5,test-00005-of-00080.parquet
TMF1,DF_E_2297722,low_mp3,vcc2020,Task2-team02,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team02,FF,M,60711,7,test-00007-of-00080.parquet
TEM1,DF_E_2533536,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,108938,14,test-00014-of-00080.parquet
LA_0016,DF_E_4758790,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,562591,73,test-00073-of-00080.parquet
VCC2TF1,DF_E_2521931,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,106541,13,test-00013-of-00080.parquet
LA_0007,DF_E_4075538,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,423319,55,test-00055-of-00080.parquet
VCC2SM4,DF_E_2295742,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,60276,7,test-00007-of-00080.parquet
VCC2TF2,DF_E_2749499,nocodec,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,FF,-,152913,19,test-00019-of-00080.parquet
LA_0010,DF_E_2806489,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,164521,21,test-00021-of-00080.parquet
LA_0040,DF_E_2127538,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,25840,3,test-00003-of-00080.parquet
LA_0001,DF_E_2719862,nocodec,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,146971,19,test-00019-of-00080.parquet
TMF1,DF_E_2548637,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,112095,14,test-00014-of-00080.parquet
LA_0020,DF_E_3395697,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,284852,37,test-00037-of-00080.parquet
VCC2TM1,DF_E_2913481,low_mp3,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,MM,-,186422,24,test-00024-of-00080.parquet
TEM2,DF_E_3668185,nocodec,vcc2020,Task1-team14,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team14,FM,E,340590,44,test-00044-of-00080.parquet
VCC2TF1,DF_E_4768648,high_mp3,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,MF,-,564559,73,test-00073-of-00080.parquet
LA_0042,DF_E_4623362,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,534989,69,test-00069-of-00080.parquet
VCC2TF1,DF_E_2768392,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,156795,20,test-00020-of-00080.parquet
TGM1,DF_E_4223989,mp3m4a,vcc2020,Task2-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,FM,G,453582,59,test-00059-of-00080.parquet
LA_0030,DF_E_3381799,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,281966,36,test-00036-of-00080.parquet
TFM1,DF_E_3776309,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,362458,47,test-00047-of-00080.parquet
TFF1,DF_E_3649678,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,336894,44,test-00044-of-00080.parquet
TEM1,DF_E_3570193,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,320553,41,test-00041-of-00080.parquet
TGF1,DF_E_2610455,mp3m4a,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,MF,G,124695,16,test-00016-of-00080.parquet
VCC2TM2,DF_E_3601994,high_m4a,vcc2018,HUB-N19,spoof,notrim,eval,traditional_vocoder,HUB,N19,MM,-,327090,42,test-00042-of-00080.parquet
VCC2SF1,DF_E_2446643,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,91120,11,test-00011-of-00080.parquet
LA_0015,DF_E_3751012,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,357419,46,test-00046-of-00080.parquet
TEM1,DF_E_3144289,mp3m4a,vcc2020,Task1-team08,spoof,notrim,eval,traditional_vocoder,Task1,team08,MM,E,233616,30,test-00030-of-00080.parquet
LA_0041,DF_E_3839224,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,375177,49,test-00049-of-00080.parquet
TEF2,DF_E_2013369,high_ogg,vcc2020,Task1-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team10,MF,E,2695,0,test-00000-of-00080.parquet
LA_0005,DF_E_2860829,oggm4a,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-,175752,22,test-00022-of-00080.parquet
LA_0031,DF_E_3131444,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,231014,30,test-00030-of-00080.parquet
VCC2TF1,DF_E_2990168,nocodec,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,MF,-,202126,26,test-00026-of-00080.parquet
LA_0024,DF_E_3026916,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,209741,27,test-00027-of-00080.parquet
VCC2TF2,DF_E_3806442,high_m4a,vcc2018,HUB-D01,spoof,notrim,eval,traditional_vocoder,HUB,D01,FF,-,368567,48,test-00048-of-00080.parquet
VCC2TF2,DF_E_2645095,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,131853,17,test-00017-of-00080.parquet
TGF1,DF_E_2868921,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,177413,23,test-00023-of-00080.parquet
LA_0018,DF_E_3861433,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,379709,49,test-00049-of-00080.parquet
LA_0026,DF_E_3282855,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,261888,34,test-00034-of-00080.parquet
LA_0019,DF_E_3895583,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,386611,50,test-00050-of-00080.parquet
TGF1,DF_E_3417989,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,289319,37,test-00037-of-00080.parquet
VCC2TF2,DF_E_3316242,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,268494,35,test-00035-of-00080.parquet
LA_0014,DF_E_3951022,mp3m4a,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,398017,52,test-00052-of-00080.parquet
LA_0009,DF_E_2399897,high_mp3,asvspoof,A17,spoof,notrim,eval,traditional_vocoder,-,-,-,-,81398,10,test-00010-of-00080.parquet
VCC2TM1,DF_E_2922761,nocodec,vcc2018,SPO-N16,spoof,notrim,eval,traditional_vocoder,SPO,N16,MM,-,188312,24,test-00024-of-00080.parquet
VCC2SF1,DF_E_3923783,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,392418,51,test-00051-of-00080.parquet
VCC2SM1,DF_E_4825953,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,576269,75,test-00075-of-00080.parquet
TEM1,DF_E_3894106,high_ogg,vcc2020,Task1-team26,spoof,notrim,eval,traditional_vocoder,Task1,team26,FM,E,386344,50,test-00050-of-00080.parquet
VCC2TM1,DF_E_2786015,high_ogg,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,MM,-,160375,20,test-00020-of-00080.parquet
LA_0010,DF_E_2418357,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,85180,11,test-00011-of-00080.parquet
LA_0017,DF_E_2675544,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,138049,18,test-00018-of-00080.parquet
VCC2TF1,DF_E_4517912,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,513649,67,test-00067-of-00080.parquet
LA_0011,DF_E_4468871,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,503591,65,test-00065-of-00080.parquet
VCC2TF2,DF_E_2122311,low_m4a,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,FF,-,24758,3,test-00003-of-00080.parquet
TEF2,DF_E_4228075,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,454437,59,test-00059-of-00080.parquet
LA_0020,DF_E_4728006,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,556411,72,test-00072-of-00080.parquet
LA_0047,DF_E_3127951,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,230332,30,test-00030-of-00080.parquet
LA_0039,DF_E_2860101,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,175605,22,test-00022-of-00080.parquet
VCC2SF4,DF_E_4182772,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,445231,58,test-00058-of-00080.parquet
LA_0002,DF_E_3198479,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,244713,31,test-00031-of-00080.parquet
TEM1,DF_E_2935858,high_mp3,vcc2020,Task1-team23,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,MM,E,190961,24,test-00024-of-00080.parquet
TEF2,DF_E_2663680,low_mp3,vcc2020,Task1-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team09,MF,E,135609,17,test-00017-of-00080.parquet
TEM1,DF_E_4728930,nocodec,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FM,E,556599,72,test-00072-of-00080.parquet
LA_0004,DF_E_3805510,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,368376,48,test-00048-of-00080.parquet
TGM1,DF_E_4182530,low_m4a,vcc2020,Task2-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team32,MM,G,445184,58,test-00058-of-00080.parquet
TFF1,DF_E_3065954,low_ogg,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,FF,F,217806,28,test-00028-of-00080.parquet
TFF1,DF_E_2259566,oggm4a,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,FF,F,52915,6,test-00006-of-00080.parquet
SEF1,DF_E_2402528,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,81965,10,test-00010-of-00080.parquet
LA_0026,DF_E_2105335,high_mp3,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,21305,2,test-00002-of-00080.parquet
LA_0044,DF_E_4356811,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,480766,62,test-00062-of-00080.parquet
LA_0049,DF_E_3842122,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,375731,49,test-00049-of-00080.parquet
TFF1,DF_E_4137118,low_mp3,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,MF,F,435907,56,test-00056-of-00080.parquet
LA_0036,DF_E_2610212,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,124635,16,test-00016-of-00080.parquet
LA_0020,DF_E_4903198,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,592140,77,test-00077-of-00080.parquet
LA_0036,DF_E_3038608,oggm4a,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-,212122,27,test-00027-of-00080.parquet
LA_0014,DF_E_2325762,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,66358,8,test-00008-of-00080.parquet
TMF1,DF_E_2628508,high_mp3,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,FF,M,128515,16,test-00016-of-00080.parquet
TEF1,DF_E_3354660,high_m4a,vcc2020,Task1-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team10,FF,E,276458,36,test-00036-of-00080.parquet
LA_0014,DF_E_2151098,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,30805,4,test-00004-of-00080.parquet
VCC2TM1,DF_E_4368425,high_mp3,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,MM,-,483091,63,test-00063-of-00080.parquet
VCC2TF2,DF_E_2376074,high_ogg,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MF,-,76570,10,test-00010-of-00080.parquet
TMM1,DF_E_4968238,high_ogg,vcc2020,Task2-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team24,MM,M,605262,79,test-00079-of-00080.parquet
TGF1,DF_E_3651046,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,337185,44,test-00044-of-00080.parquet
LA_0038,DF_E_4843587,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,579906,75,test-00075-of-00080.parquet
VCC2TF1,DF_E_3394580,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,284626,37,test-00037-of-00080.parquet
VCC2SF3,DF_E_3716733,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,350481,45,test-00045-of-00080.parquet
SEM1,DF_E_4281763,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,465412,60,test-00060-of-00080.parquet
TEM2,DF_E_2486634,low_mp3,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,FM,E,99372,12,test-00012-of-00080.parquet
LA_0001,DF_E_4528053,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,515712,67,test-00067-of-00080.parquet
VCC2TF1,DF_E_2661067,low_ogg,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FF,-,135059,17,test-00017-of-00080.parquet
TEM1,DF_E_2139692,low_ogg,vcc2020,Task1-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team24,MM,E,28412,3,test-00003-of-00080.parquet
VCC2TF2,DF_E_2308728,nocodec,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,FF,-,62895,8,test-00008-of-00080.parquet
TFF1,DF_E_2679320,nocodec,vcc2020,Task2-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team29,MF,F,138777,18,test-00018-of-00080.parquet
TEF2,DF_E_2548451,low_ogg,vcc2020,Task1-team21,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team21,MF,E,112064,14,test-00014-of-00080.parquet
VCC2TF1,DF_E_3120458,high_mp3,vcc2018,SPO-N04,spoof,notrim,eval,traditional_vocoder,SPO,N04,MF,-,228817,29,test-00029-of-00080.parquet
VCC2SF3,DF_E_4927777,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,597136,78,test-00078-of-00080.parquet
TEF2,DF_E_4001433,low_ogg,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,MF,E,408195,53,test-00053-of-00080.parquet
VCC2TF1,DF_E_3849122,nocodec,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,FF,-,377167,49,test-00049-of-00080.parquet
TMM1,DF_E_4911710,high_m4a,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FM,M,593905,77,test-00077-of-00080.parquet
VCC2TF2,DF_E_3754952,high_m4a,vcc2018,HUB-B01,spoof,notrim,eval,traditional_vocoder,HUB,B01,FF,-,358237,46,test-00046-of-00080.parquet
TEM1,DF_E_2257918,high_ogg,vcc2020,Task1-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team24,FM,E,52554,6,test-00006-of-00080.parquet
LA_0014,DF_E_2957165,low_m4a,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-,195398,25,test-00025-of-00080.parquet
TEM2,DF_E_3890135,mp3m4a,vcc2020,Task1-team17,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team17,MM,E,385561,50,test-00050-of-00080.parquet
TGM1,DF_E_4712920,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,553291,72,test-00072-of-00080.parquet
LA_0016,DF_E_4207007,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,450146,58,test-00058-of-00080.parquet
TEF2,DF_E_3954163,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,398650,52,test-00052-of-00080.parquet
LA_0017,DF_E_3745407,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,356244,46,test-00046-of-00080.parquet
TEM1,DF_E_2537384,low_m4a,vcc2020,Task1-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team10,MM,E,109774,14,test-00014-of-00080.parquet
TMM1,DF_E_2086018,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,17531,2,test-00002-of-00080.parquet
VCC2TF2,DF_E_2061743,nocodec,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,MF,-,12546,1,test-00001-of-00080.parquet
VCC2SM3,DF_E_2847596,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,173001,22,test-00022-of-00080.parquet
VCC2TF2,DF_E_3327840,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,270884,35,test-00035-of-00080.parquet
LA_0011,DF_E_4019238,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,411802,53,test-00053-of-00080.parquet
LA_0011,DF_E_2928756,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,189523,24,test-00024-of-00080.parquet
LA_0046,DF_E_2679450,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,138797,18,test-00018-of-00080.parquet
VCC2TM2,DF_E_2704861,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,143903,18,test-00018-of-00080.parquet
LA_0011,DF_E_3166495,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,238213,31,test-00031-of-00080.parquet
TGM1,DF_E_2296342,high_m4a,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,MM,G,60415,7,test-00007-of-00080.parquet
VCC2TM1,DF_E_3668897,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,340729,44,test-00044-of-00080.parquet
VCC2TF2,DF_E_4061821,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,420465,54,test-00054-of-00080.parquet
VCC2TF2,DF_E_4190638,mp3m4a,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MF,-,446780,58,test-00058-of-00080.parquet
TEM1,DF_E_4387469,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,487018,63,test-00063-of-00080.parquet
LA_0026,DF_E_2193946,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,39640,5,test-00005-of-00080.parquet
TEM2,DF_E_4385944,high_m4a,vcc2020,Task1-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team11,FM,E,486712,63,test-00063-of-00080.parquet
TMM1,DF_E_4416276,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,492919,64,test-00064-of-00080.parquet
VCC2TM2,DF_E_3010816,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,206427,26,test-00026-of-00080.parquet
VCC2TF1,DF_E_2378054,mp3m4a,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,MF,-,77006,10,test-00010-of-00080.parquet
VCC2TM2,DF_E_2987915,high_mp3,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FM,-,201665,26,test-00026-of-00080.parquet
LA_0013,DF_E_4035000,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,415059,54,test-00054-of-00080.parquet
VCC2TM1,DF_E_2721854,low_ogg,vcc2018,HUB-N08,spoof,notrim,eval,traditional_vocoder,HUB,N08,FM,-,147364,19,test-00019-of-00080.parquet
VCC2TM1,DF_E_3620248,low_ogg,vcc2018,HUB-N13,spoof,notrim,eval,traditional_vocoder,HUB,N13,MM,-,330741,43,test-00043-of-00080.parquet
VCC2TM2,DF_E_2598753,mp3m4a,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,FM,-,122308,15,test-00015-of-00080.parquet
TEF2,DF_E_2350039,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,71358,9,test-00009-of-00080.parquet
LA_0028,DF_E_3279942,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,261267,34,test-00034-of-00080.parquet
LA_0026,DF_E_2743875,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,151784,19,test-00019-of-00080.parquet
TEF2,DF_E_2195823,low_mp3,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,MF,E,40036,5,test-00005-of-00080.parquet
TEM2,DF_E_3395605,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,284834,37,test-00037-of-00080.parquet
VCC2TF1,DF_E_3421024,oggm4a,vcc2018,HUB-D02,spoof,notrim,eval,traditional_vocoder,HUB,D02,MF,-,289915,37,test-00037-of-00080.parquet
TEF2,DF_E_3033684,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,211104,27,test-00027-of-00080.parquet
LA_0027,DF_E_2760527,high_ogg,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,155162,20,test-00020-of-00080.parquet
TEM2,DF_E_2178806,high_m4a,vcc2020,Task1-team08,spoof,notrim,eval,traditional_vocoder,Task1,team08,FM,E,36527,4,test-00004-of-00080.parquet
LA_0038,DF_E_4968146,high_ogg,asvspoof,A11,spoof,notrim,eval,traditional_vocoder,-,-,-,-,605242,79,test-00079-of-00080.parquet
VCC2SM2,DF_E_3434984,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,292835,38,test-00038-of-00080.parquet
LA_0032,DF_E_4551509,high_ogg,asvspoof,A16,spoof,notrim,eval,waveform_concatenation,-,-,-,-,520438,68,test-00068-of-00080.parquet
VCC2SM4,DF_E_3897245,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,386931,50,test-00050-of-00080.parquet
TFM1,DF_E_4470204,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,503868,65,test-00065-of-00080.parquet
SEF1,DF_E_3358037,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,277157,36,test-00036-of-00080.parquet
VCC2TM2,DF_E_3707486,high_mp3,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,FM,-,348584,45,test-00045-of-00080.parquet
LA_0055,DF_E_3721392,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,351393,45,test-00045-of-00080.parquet
TEM2,DF_E_4391178,high_mp3,vcc2020,Task1-team12,spoof,notrim,eval,traditional_vocoder,Task1,team12,MM,E,487808,63,test-00063-of-00080.parquet
VCC2TM2,DF_E_3638385,high_mp3,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MM,-,334534,43,test-00043-of-00080.parquet
VCC2TF1,DF_E_2542502,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,110846,14,test-00014-of-00080.parquet
TMF1,DF_E_3563638,low_mp3,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MF,M,319138,41,test-00041-of-00080.parquet
LA_0004,DF_E_2269939,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,55012,7,test-00007-of-00080.parquet
VCC2SF3,DF_E_4971659,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,605978,79,test-00079-of-00080.parquet
VCC2SM3,DF_E_3997530,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,407399,53,test-00053-of-00080.parquet
LA_0034,DF_E_2411694,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,83814,10,test-00010-of-00080.parquet
VCC2SM2,DF_E_4814646,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,573917,75,test-00075-of-00080.parquet
TEM1,DF_E_2018218,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,3658,0,test-00000-of-00080.parquet
TFM1,DF_E_2883022,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,180305,23,test-00023-of-00080.parquet
TEM2,DF_E_4583929,mp3m4a,vcc2020,Task1-team04,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team04,FM,E,527026,68,test-00068-of-00080.parquet
TMF1,DF_E_4608532,low_mp3,vcc2020,Task2-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,MF,M,531986,69,test-00069-of-00080.parquet
LA_0013,DF_E_2895450,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,182816,23,test-00023-of-00080.parquet
LA_0024,DF_E_2748514,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,152725,19,test-00019-of-00080.parquet
LA_0028,DF_E_4112038,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,430805,56,test-00056-of-00080.parquet
VCC2SF2,DF_E_4534189,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,516952,67,test-00067-of-00080.parquet
TFF1,DF_E_2808244,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,164866,21,test-00021-of-00080.parquet
