speaker_id,trial_id,codec,source,attack,label_raw,trim,subset,vocoder,field10,field11,field12,field13,hf_label,position,shard,hf_shard,hf_shard_file
LA_0011,DF_E_4689905,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,548617,71,71,test-00071-of-00080.parquet
LA_0032,DF_E_4715811,oggm4a,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,1,553895,72,72,test-00072-of-00080.parquet
LA_0041,DF_E_4725324,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,555851,72,72,test-00072-of-00080.parquet
SEF2,DF_E_4689328,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,548507,71,71,test-00071-of-00080.parquet
TMF1,DF_E_2994756,high_mp3,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,MF,M,1,203108,26,26,test-00026-of-00080.parquet
VCC2TF2,DF_E_4844120,low_m4a,vcc2018,HUB-N05,spoof,notrim,eval,traditional_vocoder,HUB,N05,FF,-,1,580012,75,75,test-00075-of-00080.parquet
VCC2TM1,DF_E_3055496,oggm4a,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,MM,-,1,215575,28,28,test-00028-of-00080.parquet
LA_0027,DF_E_3053742,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,215214,28,28,test-00028-of-00080.parquet
TGF1,DF_E_4687627,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,548147,71,71,test-00071-of-00080.parquet
TEM1,DF_E_4705959,low_m4a,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,MM,E,1,551892,72,72,test-00072-of-00080.parquet
VCC2SF2,DF_E_4820407,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,575084,75,75,test-00075-of-00080.parquet
VCC2SF4,DF_E_2999012,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,204066,26,26,test-00026-of-00080.parquet
VCC2SM1,DF_E_3007782,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,205830,26,26,test-00026-of-00080.parquet
LA_0007,DF_E_2990109,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,202111,26,26,test-00026-of-00080.parquet
TMM1,DF_E_3066076,nocodec,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,MM,M,1,217831,28,28,test-00028-of-00080.parquet
TEM2,DF_E_4532502,oggm4a,vcc2020,Task1-team17,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team17,FM,E,1,516591,67,67,test-00067-of-00080.parquet
TEF1,DF_E_2994230,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,203001,26,26,test-00026-of-00080.parquet
TGF1,DF_E_4698462,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,550348,71,71,test-00071-of-00080.parquet
TEF1,DF_E_4546803,high_m4a,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,MF,E,1,519460,67,67,test-00067-of-00080.parquet
TEM1,DF_E_4678159,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,546234,71,71,test-00071-of-00080.parquet
VCC2TM2,DF_E_3004810,mp3m4a,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,FM,-,1,205199,26,26,test-00026-of-00080.parquet
TFF1,DF_E_4512749,high_m4a,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,FF,F,1,512600,67,67,test-00067-of-00080.parquet
LA_0028,DF_E_4728582,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,556534,72,72,test-00072-of-00080.parquet
TGM1,DF_E_4542018,low_mp3,vcc2020,Task2-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,FM,G,1,518515,67,67,test-00067-of-00080.parquet
LA_0049,DF_E_4541393,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,518390,67,67,test-00067-of-00080.parquet
VCC2TF1,DF_E_4701726,low_m4a,vcc2018,HUB-N08,spoof,notrim,eval,traditional_vocoder,HUB,N08,FF,-,1,551024,72,72,test-00072-of-00080.parquet
VCC2SF2,DF_E_4665425,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,543603,71,71,test-00071-of-00080.parquet
SEM2,DF_E_4842562,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,579694,75,75,test-00075-of-00080.parquet
VCC2TM1,DF_E_4517115,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,513498,67,67,test-00067-of-00080.parquet
LA_0026,DF_E_4680024,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,546603,71,71,test-00071-of-00080.parquet
LA_0023,DF_E_4537676,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,517667,67,67,test-00067-of-00080.parquet
VCC2TM1,DF_E_3068121,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,218270,28,28,test-00028-of-00080.parquet
LA_0019,DF_E_4842656,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,579714,75,75,test-00075-of-00080.parquet
LA_0048,DF_E_3068642,low_ogg,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,218390,28,28,test-00028-of-00080.parquet
TMM1,DF_E_4713323,mp3m4a,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,FM,M,1,553379,72,72,test-00072-of-00080.parquet
LA_0027,DF_E_4546297,oggm4a,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,519368,67,67,test-00067-of-00080.parquet
LA_0022,DF_E_3074046,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,219452,28,28,test-00028-of-00080.parquet
LA_0023,DF_E_4687449,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,548114,71,71,test-00071-of-00080.parquet
TEM2,DF_E_4832436,low_ogg,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,MM,E,1,577631,75,75,test-00075-of-00080.parquet
TMM1,DF_E_3073342,high_ogg,vcc2020,Task2-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team24,FM,M,1,219329,28,28,test-00028-of-00080.parquet
LA_0026,DF_E_4669019,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,544338,71,71,test-00071-of-00080.parquet
SEM2,DF_E_4669755,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,544496,71,71,test-00071-of-00080.parquet
LA_0020,DF_E_4714898,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,553704,72,72,test-00072-of-00080.parquet
SEM2,DF_E_4666916,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,543908,71,71,test-00071-of-00080.parquet
VCC2TF2,DF_E_4708101,low_mp3,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,MF,-,1,552303,72,72,test-00072-of-00080.parquet
TEF2,DF_E_2993614,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,202868,26,26,test-00026-of-00080.parquet
VCC2SM3,DF_E_4525171,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,515107,67,67,test-00067-of-00080.parquet
TEM1,DF_E_4735370,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,557844,72,72,test-00072-of-00080.parquet
LA_0040,DF_E_3055888,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,215660,28,28,test-00028-of-00080.parquet
LA_0051,DF_E_3075111,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,219645,28,28,test-00028-of-00080.parquet
LA_0011,DF_E_4845986,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,580384,75,75,test-00075-of-00080.parquet
LA_0018,DF_E_4542716,low_ogg,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,518661,67,67,test-00067-of-00080.parquet
TEF1,DF_E_4721683,nocodec,vcc2020,Task1-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team09,MF,E,1,555116,72,72,test-00072-of-00080.parquet
VCC2TM1,DF_E_3056677,high_m4a,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,MM,-,1,215837,28,28,test-00028-of-00080.parquet
TEF1,DF_E_4685311,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,547693,71,71,test-00071-of-00080.parquet
TEM1,DF_E_4699853,nocodec,vcc2020,Task1-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team29,FM,E,1,550638,71,71,test-00071-of-00080.parquet
TFM1,DF_E_3083226,high_mp3,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,MM,F,1,221244,28,28,test-00028-of-00080.parquet
LA_0024,DF_E_4536088,high_ogg,asvspoof,A09,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,517334,67,67,test-00067-of-00080.parquet
LA_0029,DF_E_4697401,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,550137,71,71,test-00071-of-00080.parquet
VCC2TM1,DF_E_3069077,high_ogg,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,MM,-,1,218482,28,28,test-00028-of-00080.parquet
VCC2SM4,DF_E_4838808,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,578912,75,75,test-00075-of-00080.parquet
TGF1,DF_E_4525277,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,515136,67,67,test-00067-of-00080.parquet
TEF1,DF_E_2980876,oggm4a,vcc2020,Task1-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team09,MF,E,1,200232,26,26,test-00026-of-00080.parquet
TMM1,DF_E_4688242,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,548282,71,71,test-00071-of-00080.parquet
TFM1,DF_E_2988414,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,201769,26,26,test-00026-of-00080.parquet
TMF1,DF_E_2995772,low_ogg,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,MF,M,1,203345,26,26,test-00026-of-00080.parquet
LA_0021,DF_E_4733779,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,557542,72,72,test-00072-of-00080.parquet
TFM1,DF_E_3082179,nocodec,vcc2020,Task2-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team22,FM,F,1,221040,28,28,test-00028-of-00080.parquet
VCC2TF1,DF_E_3049584,nocodec,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,MF,-,1,214372,28,28,test-00028-of-00080.parquet
VCC2SM3,DF_E_4523159,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,514682,67,67,test-00067-of-00080.parquet
TGF1,DF_E_2980968,oggm4a,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,FF,G,1,200250,26,26,test-00026-of-00080.parquet
TFM1,DF_E_4683049,low_ogg,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,FM,F,1,547214,71,71,test-00071-of-00080.parquet
TEM1,DF_E_4727256,low_mp3,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,MM,E,1,556253,72,72,test-00072-of-00080.parquet
TMM1,DF_E_4815221,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,574036,75,75,test-00075-of-00080.parquet
LA_0008,DF_E_3075705,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,219759,28,28,test-00028-of-00080.parquet
VCC2SM4,DF_E_3002390,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,204726,26,26,test-00026-of-00080.parquet
VCC2SF1,DF_E_4838648,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,578875,75,75,test-00075-of-00080.parquet
LA_0005,DF_E_3085609,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,221710,28,28,test-00028-of-00080.parquet
TFF1,DF_E_2975566,mp3m4a,vcc2020,Task2-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team22,FF,F,1,199157,26,26,test-00026-of-00080.parquet
TEM1,DF_E_4813700,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,573706,75,75,test-00075-of-00080.parquet
TEM1,DF_E_4709354,high_ogg,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,MM,E,1,552560,72,72,test-00072-of-00080.parquet
VCC2TF1,DF_E_2983722,low_m4a,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,MF,-,1,200827,26,26,test-00026-of-00080.parquet
VCC2TF1,DF_E_4544141,oggm4a,vcc2018,SPO-N04,spoof,notrim,eval,traditional_vocoder,SPO,N04,MF,-,1,518944,67,67,test-00067-of-00080.parquet
VCC2TM1,DF_E_4730279,high_mp3,vcc2018,HUB-N04,spoof,notrim,eval,traditional_vocoder,HUB,N04,FM,-,1,556877,72,72,test-00072-of-00080.parquet
VCC2TM1,DF_E_4814611,oggm4a,vcc2018,HUB-N08,spoof,notrim,eval,traditional_vocoder,HUB,N08,MM,-,1,573909,75,75,test-00075-of-00080.parquet
LA_0046,DF_E_4708543,mp3m4a,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,1,552392,72,72,test-00072-of-00080.parquet
VCC2TF2,DF_E_4665751,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,543671,71,71,test-00071-of-00080.parquet
VCC2TF2,DF_E_4662599,high_ogg,vcc2018,HUB-D05,spoof,notrim,eval,traditional_vocoder,HUB,D05,MF,-,1,543053,71,71,test-00071-of-00080.parquet
VCC2TM2,DF_E_4536281,oggm4a,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,FM,-,1,517376,67,67,test-00067-of-00080.parquet
TEM1,DF_E_4734737,oggm4a,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,FM,E,1,557728,72,72,test-00072-of-00080.parquet
VCC2TF1,DF_E_3054571,mp3m4a,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FF,-,1,215394,28,28,test-00028-of-00080.parquet
TFF1,DF_E_3064875,mp3m4a,vcc2020,Task2-team12,spoof,notrim,eval,traditional_vocoder,Task2,team12,MF,F,1,217580,28,28,test-00028-of-00080.parquet
LA_0004,DF_E_4840086,oggm4a,asvspoof,A14,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,579194,75,75,test-00075-of-00080.parquet
VCC2TF2,DF_E_4693758,high_m4a,vcc2018,SPO-N04,spoof,notrim,eval,traditional_vocoder,SPO,N04,MF,-,1,549395,71,71,test-00071-of-00080.parquet
LA_0044,DF_E_3074766,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,219579,28,28,test-00028-of-00080.parquet
VCC2SF4,DF_E_4674376,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,545458,71,71,test-00071-of-00080.parquet
TEF1,DF_E_4522964,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,514644,67,67,test-00067-of-00080.parquet
VCC2TM2,DF_E_4847489,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,580662,75,75,test-00075-of-00080.parquet
TEF1,DF_E_4849296,high_mp3,vcc2020,Task1-team14,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team14,FF,E,1,581037,75,75,test-00075-of-00080.parquet
VCC2TF1,DF_E_4693210,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,549290,71,71,test-00071-of-00080.parquet
TGF1,DF_E_3048985,low_ogg,vcc2020,Task2-team08,spoof,notrim,eval,traditional_vocoder,Task2,team08,FF,G,1,214247,28,28,test-00028-of-00080.parquet
TGM1,DF_E_4714431,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,553600,72,72,test-00072-of-00080.parquet
LA_0039,DF_E_4530086,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,516103,67,67,test-00067-of-00080.parquet
LA_0027,DF_E_4726036,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,555997,72,72,test-00072-of-00080.parquet
LA_0032,DF_E_3003211,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,204894,26,26,test-00026-of-00080.parquet
VCC2SM3,DF_E_4849514,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,581082,75,75,test-00075-of-00080.parquet
SEM1,DF_E_4736896,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,558175,72,72,test-00072-of-00080.parquet
TEF2,DF_E_4832992,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,577736,75,75,test-00075-of-00080.parquet
VCC2TF1,DF_E_4831625,high_m4a,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,FF,-,1,577461,75,75,test-00075-of-00080.parquet
LA_0013,DF_E_4532137,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,516515,67,67,test-00067-of-00080.parquet
LA_0015,DF_E_2985688,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,201213,26,26,test-00026-of-00080.parquet
TGF1,DF_E_4528644,low_mp3,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FF,G,1,515836,67,67,test-00067-of-00080.parquet
TEM2,DF_E_4699595,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,550587,71,71,test-00071-of-00080.parquet
TGM1,DF_E_4828593,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,576825,75,75,test-00075-of-00080.parquet
VCC2TM1,DF_E_3006152,oggm4a,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,FM,-,1,205501,26,26,test-00026-of-00080.parquet
LA_0044,DF_E_3000851,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,204413,26,26,test-00026-of-00080.parquet
VCC2SF2,DF_E_4549494,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,520017,67,67,test-00067-of-00080.parquet
VCC2TM2,DF_E_4514192,low_ogg,vcc2018,HUB-D02,spoof,notrim,eval,traditional_vocoder,HUB,D02,FM,-,1,512894,67,67,test-00067-of-00080.parquet
VCC2TM2,DF_E_4817257,low_mp3,vcc2018,HUB-D01,spoof,notrim,eval,traditional_vocoder,HUB,D01,FM,-,1,574443,75,75,test-00075-of-00080.parquet
LA_0014,DF_E_3085623,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,221716,28,28,test-00028-of-00080.parquet
VCC2TM2,DF_E_3082617,low_ogg,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,FM,-,1,221115,28,28,test-00028-of-00080.parquet
TFF1,DF_E_4836740,high_ogg,vcc2020,Task2-team12,spoof,notrim,eval,traditional_vocoder,Task2,team12,MF,F,1,578485,75,75,test-00075-of-00080.parquet
TMF1,DF_E_4843194,low_ogg,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,MF,M,1,579826,75,75,test-00075-of-00080.parquet
LA_0044,DF_E_3007072,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,205680,26,26,test-00026-of-00080.parquet
VCC2SF2,DF_E_3009546,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,206181,26,26,test-00026-of-00080.parquet
TGM1,DF_E_4531607,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,516407,67,67,test-00067-of-00080.parquet
VCC2TM2,DF_E_4704942,high_m4a,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FM,-,1,551683,72,72,test-00072-of-00080.parquet
VCC2SM1,DF_E_4825953,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,576269,75,75,test-00075-of-00080.parquet
VCC2TF2,DF_E_3005484,high_ogg,vcc2018,HUB-N10,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N10,FF,-,1,205354,26,26,test-00026-of-00080.parquet
TGM1,DF_E_4712920,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,553291,72,72,test-00072-of-00080.parquet
LA_0043,DF_E_3000341,low_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,204319,26,26,test-00026-of-00080.parquet
VCC2TF2,DF_E_4535960,mp3m4a,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MF,-,1,517309,67,67,test-00067-of-00080.parquet
LA_0012,DF_E_2980989,oggm4a,asvspoof,A08,spoof,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-,1,200256,26,26,test-00026-of-00080.parquet
LA_0030,DF_E_3059905,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,216520,28,28,test-00028-of-00080.parquet
TFM1,DF_E_2981148,mp3m4a,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FM,F,1,200292,26,26,test-00026-of-00080.parquet
VCC2SM1,DF_E_4541579,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,518432,67,67,test-00067-of-00080.parquet
VCC2SM1,DF_E_4838910,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,578942,75,75,test-00075-of-00080.parquet
LA_0011,DF_E_3076486,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,219908,28,28,test-00028-of-00080.parquet
TFM1,DF_E_4844270,oggm4a,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FM,F,1,580052,75,75,test-00075-of-00080.parquet
VCC2TM2,DF_E_4526504,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,515373,67,67,test-00067-of-00080.parquet
TFF1,DF_E_3059659,high_mp3,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,FF,F,1,216474,28,28,test-00028-of-00080.parquet
TEM1,DF_E_4689255,high_ogg,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,MM,E,1,548488,71,71,test-00071-of-00080.parquet
VCC2SM2,DF_E_4681101,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,546824,71,71,test-00071-of-00080.parquet
VCC2TM2,DF_E_4534511,low_mp3,vcc2018,SPO-N13,spoof,notrim,eval,traditional_vocoder,SPO,N13,FM,-,1,517024,67,67,test-00067-of-00080.parquet
LA_0037,DF_E_4693753,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,549393,71,71,test-00071-of-00080.parquet
LA_0020,DF_E_4679086,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,546418,71,71,test-00071-of-00080.parquet
LA_0029,DF_E_4529834,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,516057,67,67,test-00067-of-00080.parquet
TEM1,DF_E_4548697,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,519861,67,67,test-00067-of-00080.parquet
VCC2SF1,DF_E_2991123,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,202339,26,26,test-00026-of-00080.parquet
VCC2TM1,DF_E_4535535,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,517230,67,67,test-00067-of-00080.parquet
TMF1,DF_E_3073894,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,219427,28,28,test-00028-of-00080.parquet
LA_0018,DF_E_4543745,low_ogg,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,1,518874,67,67,test-00067-of-00080.parquet
LA_0023,DF_E_3066599,high_m4a,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,217923,28,28,test-00028-of-00080.parquet
LA_0038,DF_E_4541434,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,518400,67,67,test-00067-of-00080.parquet
LA_0058,DF_E_2979878,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,200036,26,26,test-00026-of-00080.parquet
LA_0018,DF_E_2987454,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,201576,26,26,test-00026-of-00080.parquet
TEM1,DF_E_4844310,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,580059,75,75,test-00075-of-00080.parquet
VCC2TF1,DF_E_4726925,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,556193,72,72,test-00072-of-00080.parquet
LA_0026,DF_E_3048575,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,214166,28,28,test-00028-of-00080.parquet
LA_0032,DF_E_2987467,low_ogg,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,201582,26,26,test-00026-of-00080.parquet
VCC2TM1,DF_E_4525102,high_mp3,vcc2018,HUB-N08,spoof,notrim,eval,traditional_vocoder,HUB,N08,FM,-,1,515092,67,67,test-00067-of-00080.parquet
LA_0019,DF_E_3004735,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,205189,26,26,test-00026-of-00080.parquet
VCC2TM2,DF_E_4535662,low_mp3,vcc2018,HUB-D04,spoof,notrim,eval,traditional_vocoder,HUB,D04,FM,-,1,517252,67,67,test-00067-of-00080.parquet
LA_0023,DF_E_4847338,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,580637,75,75,test-00075-of-00080.parquet
TMF1,DF_E_4836487,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,578436,75,75,test-00075-of-00080.parquet
VCC2SF4,DF_E_4724832,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,555742,72,72,test-00072-of-00080.parquet
LA_0040,DF_E_4827123,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,576525,75,75,test-00075-of-00080.parquet
