speaker_id,trial_id,codec,source,attack,label,trim,subset,vocoder,field10,field11,field12,field13
VCC2TF2,DF_E_3316242,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0014,DF_E_3951022,mp3m4a,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0009,DF_E_2399897,high_mp3,asvspoof,A17,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TM1,DF_E_2922761,nocodec,vcc2018,SPO-N16,spoof,notrim,eval,traditional_vocoder,SPO,N16,MM,-
VCC2SF1,DF_E_3923783,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM1,DF_E_4825953,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_3894106,high_ogg,vcc2020,Task1-team26,spoof,notrim,eval,traditional_vocoder,Task1,team26,FM,E
VCC2TM1,DF_E_2786015,high_ogg,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,MM,-
LA_0010,DF_E_2418357,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0017,DF_E_2675544,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_4517912,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_4468871,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2122311,low_m4a,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,FF,-
TEF2,DF_E_4228075,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0020,DF_E_4728006,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0047,DF_E_3127951,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0039,DF_E_2860101,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF4,DF_E_4182772,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0002,DF_E_3198479,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_2935858,high_mp3,vcc2020,Task1-team23,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,MM,E
TEF2,DF_E_2663680,low_mp3,vcc2020,Task1-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team09,MF,E
TEM1,DF_E_4728930,nocodec,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FM,E
LA_0004,DF_E_3805510,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_4182530,low_m4a,vcc2020,Task2-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team32,MM,G
TFF1,DF_E_3065954,low_ogg,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,FF,F
TFF1,DF_E_2259566,oggm4a,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,FF,F
SEF1,DF_E_2402528,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0026,DF_E_2105335,high_mp3,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0044,DF_E_4356811,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0049,DF_E_3842122,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFF1,DF_E_4137118,low_mp3,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,MF,F
LA_0036,DF_E_2610212,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0020,DF_E_4903198,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0036,DF_E_3038608,oggm4a,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-
LA_0014,DF_E_2325762,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_2628508,high_mp3,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,FF,M
TEF1,DF_E_3354660,high_m4a,vcc2020,Task1-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team10,FF,E
LA_0014,DF_E_2151098,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_4368425,high_mp3,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,MM,-
VCC2TF2,DF_E_2376074,high_ogg,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MF,-
TMM1,DF_E_4968238,high_ogg,vcc2020,Task2-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team24,MM,M
TGF1,DF_E_3651046,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0038,DF_E_4843587,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_3394580,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF3,DF_E_3716733,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
SEM1,DF_E_4281763,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_2486634,low_mp3,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,FM,E
LA_0001,DF_E_4528053,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2661067,low_ogg,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FF,-
TEM1,DF_E_2139692,low_ogg,vcc2020,Task1-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team24,MM,E
VCC2TF2,DF_E_2308728,nocodec,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,FF,-
TFF1,DF_E_2679320,nocodec,vcc2020,Task2-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team29,MF,F
TEF2,DF_E_2548451,low_ogg,vcc2020,Task1-team21,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team21,MF,E
VCC2TF1,DF_E_3120458,high_mp3,vcc2018,SPO-N04,spoof,notrim,eval,traditional_vocoder,SPO,N04,MF,-
VCC2SF3,DF_E_4927777,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_4001433,low_ogg,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,MF,E
VCC2TF1,DF_E_3849122,nocodec,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,FF,-
TMM1,DF_E_4911710,high_m4a,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FM,M
VCC2TF2,DF_E_3754952,high_m4a,vcc2018,HUB-B01,spoof,notrim,eval,traditional_vocoder,HUB,B01,FF,-
TEM1,DF_E_2257918,high_ogg,vcc2020,Task1-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team24,FM,E
LA_0014,DF_E_2957165,low_m4a,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TEM2,DF_E_3890135,mp3m4a,vcc2020,Task1-team17,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team17,MM,E
TGM1,DF_E_4712920,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0016,DF_E_4207007,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_3954163,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0017,DF_E_3745407,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_2537384,low_m4a,vcc2020,Task1-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team10,MM,E
TMM1,DF_E_2086018,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2061743,nocodec,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,MF,-
VCC2SM3,DF_E_2847596,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_3327840,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_4019238,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_2928756,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_2679450,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2704861,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_3166495,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_2296342,high_m4a,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,MM,G
VCC2TM1,DF_E_3668897,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_4061821,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_4190638,mp3m4a,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MF,-
TEM1,DF_E_4387469,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0026,DF_E_2193946,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_4385944,high_m4a,vcc2020,Task1-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team11,FM,E
TMM1,DF_E_4416276,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_3010816,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2378054,mp3m4a,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,MF,-
VCC2TM2,DF_E_2987915,high_mp3,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FM,-
LA_0013,DF_E_4035000,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_2721854,low_ogg,vcc2018,HUB-N08,spoof,notrim,eval,traditional_vocoder,HUB,N08,FM,-
VCC2TM1,DF_E_3620248,low_ogg,vcc2018,HUB-N13,spoof,notrim,eval,traditional_vocoder,HUB,N13,MM,-
VCC2TM2,DF_E_2598753,mp3m4a,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,FM,-
TEF2,DF_E_2350039,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0028,DF_E_3279942,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0026,DF_E_2743875,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_2195823,low_mp3,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,MF,E
TEM2,DF_E_3395605,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_3421024,oggm4a,vcc2018,HUB-D02,spoof,notrim,eval,traditional_vocoder,HUB,D02,MF,-
TEF2,DF_E_3033684,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0027,DF_E_2760527,high_ogg,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TEM2,DF_E_2178806,high_m4a,vcc2020,Task1-team08,spoof,notrim,eval,traditional_vocoder,Task1,team08,FM,E
LA_0038,DF_E_4968146,high_ogg,asvspoof,A11,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2SM2,DF_E_3434984,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0032,DF_E_4551509,high_ogg,asvspoof,A16,spoof,notrim,eval,waveform_concatenation,-,-,-,-
VCC2SM4,DF_E_3897245,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFM1,DF_E_4470204,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
SEF1,DF_E_3358037,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_3707486,high_mp3,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,FM,-
LA_0055,DF_E_3721392,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_4391178,high_mp3,vcc2020,Task1-team12,spoof,notrim,eval,traditional_vocoder,Task1,team12,MM,E
VCC2TM2,DF_E_3638385,high_mp3,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MM,-
VCC2TF1,DF_E_2542502,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_3563638,low_mp3,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MF,M
LA_0004,DF_E_2269939,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF3,DF_E_4971659,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_3997530,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0034,DF_E_2411694,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM2,DF_E_4814646,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_2018218,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFM1,DF_E_2883022,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_4583929,mp3m4a,vcc2020,Task1-team04,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team04,FM,E
TMF1,DF_E_4608532,low_mp3,vcc2020,Task2-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,MF,M
LA_0013,DF_E_2895450,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0024,DF_E_2748514,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0028,DF_E_4112038,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF2,DF_E_4534189,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFF1,DF_E_2808244,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_3288259,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_3080271,oggm4a,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,MF,-
TEM1,DF_E_4167268,low_mp3,vcc2020,Task1-team08,spoof,notrim,eval,traditional_vocoder,Task1,team08,FM,E
SEF2,DF_E_2866086,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFF1,DF_E_4902042,mp3m4a,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MF,F
LA_0047,DF_E_4577006,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_4109615,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0019,DF_E_3472069,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0017,DF_E_2765123,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0024,DF_E_2440829,low_mp3,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0054,DF_E_4953124,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_2779509,high_mp3,vcc2020,Task1-team30,spoof,notrim,eval,unknown,Task1,team30,FM,E
LA_0032,DF_E_2539850,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF1,DF_E_2304740,oggm4a,vcc2020,Task1-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team29,FF,E
LA_0014,DF_E_3180161,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0036,DF_E_2312207,high_ogg,asvspoof,A08,spoof,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-
LA_0013,DF_E_4168887,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_3336951,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF1,DF_E_2062355,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_3689508,nocodec,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MF,E
VCC2TM2,DF_E_3669371,high_ogg,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,MM,-
TEM1,DF_E_2781315,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0024,DF_E_4756273,mp3m4a,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TMM1,DF_E_3483684,mp3m4a,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,FM,M
LA_0003,DF_E_3205404,low_ogg,asvspoof,A17,spoof,notrim,eval,traditional_vocoder,-,-,-,-
LA_0001,DF_E_2675939,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0039,DF_E_2967400,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_4428218,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0037,DF_E_2593152,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_3096178,low_mp3,vcc2020,Task2-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team20,MF,M
SEF1,DF_E_4725338,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_3360806,high_mp3,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,FM,M
LA_0026,DF_E_3364932,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0015,DF_E_2611598,low_ogg,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TFF1,DF_E_2543061,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0053,DF_E_4441768,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_3673119,low_mp3,vcc2020,Task1-team08,spoof,notrim,eval,traditional_vocoder,Task1,team08,MM,E
VCC2TF1,DF_E_4899821,oggm4a,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,MF,-
LA_0048,DF_E_2935514,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0013,DF_E_3603188,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_3294192,low_mp3,vcc2020,Task1-team18,spoof,notrim,eval,unknown,Task1,team18,MM,E
TEF1,DF_E_3143834,mp3m4a,vcc2020,Task1-team26,spoof,notrim,eval,traditional_vocoder,Task1,team26,FF,E
LA_0045,DF_E_2864011,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0045,DF_E_3326588,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_4972050,nocodec,vcc2018,SPO-N05,spoof,notrim,eval,traditional_vocoder,SPO,N05,FM,-
VCC2TM2,DF_E_2841314,low_mp3,vcc2018,HUB-N13,spoof,notrim,eval,traditional_vocoder,HUB,N13,FM,-
VCC2SF4,DF_E_2659806,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_3808533,low_m4a,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,FF,G
VCC2TM1,DF_E_2576933,high_m4a,vcc2018,HUB-N13,spoof,notrim,eval,traditional_vocoder,HUB,N13,FM,-
TFF1,DF_E_4762207,high_m4a,vcc2020,Task2-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team20,MF,F
LA_0016,DF_E_3483613,high_ogg,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
VCC2SF4,DF_E_4306588,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_4112297,high_ogg,vcc2020,Task1-team21,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team21,FM,E
LA_0040,DF_E_3259078,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2068168,oggm4a,vcc2018,HUB-N20,spoof,notrim,eval,traditional_vocoder,HUB,N20,MM,-
TFM1,DF_E_2296124,high_m4a,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,FM,F
VCC2SF1,DF_E_4636463,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0018,DF_E_4539720,oggm4a,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TMF1,DF_E_4542473,high_ogg,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,MF,M
TEM2,DF_E_3952354,low_ogg,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,MM,E
VCC2TM2,DF_E_2281807,low_mp3,vcc2018,SPO-N03,spoof,notrim,eval,unknown,SPO,N03,FM,-
TGM1,DF_E_3222437,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_2128275,mp3m4a,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,FM,G
LA_0044,DF_E_3177989,high_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TFM1,DF_E_3335897,low_m4a,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,MM,F
SEM1,DF_E_3820763,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF3,DF_E_3493182,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_4623485,high_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2SM1,DF_E_4577517,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0037,DF_E_4932792,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0047,DF_E_3389061,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_3161801,low_m4a,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,FF,E
VCC2SM3,DF_E_4702490,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
SEM2,DF_E_4441078,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_2971997,high_m4a,vcc2020,Task2-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team29,FF,G
VCC2TM2,DF_E_4444299,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_3536261,low_m4a,vcc2018,SPO-N12,spoof,notrim,eval,traditional_vocoder,SPO,N12,FF,-
VCC2TM2,DF_E_3587034,high_mp3,vcc2018,HUB-D05,spoof,notrim,eval,traditional_vocoder,HUB,D05,MM,-
TEF2,DF_E_2655895,nocodec,vcc2020,Task1-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team19,FF,E
TFM1,DF_E_2786594,low_mp3,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,FM,F
LA_0013,DF_E_2054370,low_ogg,asvspoof,A11,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TFM1,DF_E_2783060,high_ogg,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MM,F
TEM2,DF_E_2790415,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0039,DF_E_2305806,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_4839741,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0025,DF_E_2684402,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_2851132,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_4055726,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0008,DF_E_4105930,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_2449324,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFM1,DF_E_4113147,mp3m4a,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,MM,F
LA_0005,DF_E_4818561,high_ogg,asvspoof,A14,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TM1,DF_E_3148642,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0018,DF_E_3001496,high_ogg,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0020,DF_E_4968248,mp3m4a,asvspoof,A09,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TGM1,DF_E_2810135,high_mp3,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,FM,G
LA_0065,DF_E_3324999,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM2,DF_E_2776353,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0036,DF_E_2909622,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_4892486,nocodec,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,MF,G
TMM1,DF_E_2898771,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0032,DF_E_2620988,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM4,DF_E_3014474,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_2197858,high_mp3,vcc2020,Task1-team17,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team17,MM,E
LA_0046,DF_E_4088753,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
